0.7 -1 
0.740426 -1.06649 
0.781525 -1.13374 
0.823291 -1.20174 
0.865718 -1.27049 
0.9088 -1.33996 
0.952528 -1.41015 
0.996895 -1.48105 
1.04189 -1.55264 
1.08751 -1.62491 
1.13373 -1.69785 
1.18055 -1.77142 
1.22796 -1.84563 
1.27594 -1.92044 
1.32448 -1.99585 
1.37357 -2.07183 
1.42319 -2.14835 
1.47332 -2.22541 
1.52395 -2.30297 
1.57506 -2.38101 
1.62664 -2.4595 
1.67866 -2.53843 
1.73111 -2.61777 
1.78398 -2.69748 
1.83723 -2.77755 
1.89086 -2.85794 
1.94483 -2.93863 
1.99914 -3.01958 
2.05376 -3.10078 
2.10867 -3.18218 
2.16385 -3.26376 
2.21928 -3.3455 
2.27493 -3.42735 
2.3308 -3.50929 
2.38685 -3.59129 
2.44306 -3.67332 
2.49943 -3.75535 
2.55592 -3.83734 
2.61251 -3.91928 
2.6692 -4.00112 
2.72595 -4.08283 
2.78275 -4.1644 
2.83958 -4.24578 
2.89643 -4.32696 
2.95327 -4.4079 
3.0101 -4.48857 
3.06689 -4.56895 
3.12362 -4.64901 
3.1803 -4.72873 
3.23689 -4.80807 
3.29339 -4.88702 
3.34979 -4.96555 
3.40608 -5.04364 
3.46223 -5.12126 
3.51825 -5.1984 
3.57413 -5.27503 
3.62985 -5.35112 
3.68541 -5.42667 
3.7408 -5.50165 
3.79601 -5.57604 
3.85104 -5.64983 
3.90589 -5.723 
3.96055 -5.79553 
4.01502 -5.86741 
4.06929 -5.93862 
4.12336 -6.00915 
4.17723 -6.07898 
4.2309 -6.1481 
4.28437 -6.2165 
4.33764 -6.28416 
4.39071 -6.35108 
4.44358 -6.41724 
4.49625 -6.48264 
4.54873 -6.54726 
4.60101 -6.61109 
4.6531 -6.67413 
4.705 -6.73636 
4.75671 -6.79778 
4.80824 -6.85837 
4.85958 -6.91814 
4.91076 -6.97706 
4.96175 -7.03514 
5.01258 -7.09237 
5.06324 -7.14874 
5.11374 -7.20425 
5.16408 -7.25888 
5.21426 -7.31263 
5.26428 -7.3655 
5.31416 -7.41747 
5.36389 -7.46855 
5.41348 -7.51872 
5.46292 -7.56799 
5.51223 -7.61634 
5.5614 -7.66378 
5.61043 -7.71029 
5.65933 -7.75587 
5.7081 -7.80051 
5.75673 -7.84422 
5.80524 -7.88699 
5.85362 -7.92881 
5.90187 -7.96968 
5.94999 -8.00959 
5.99798 -8.04855 
6.04584 -8.08654 
6.09357 -8.12357 
6.14116 -8.15964 
6.18863 -8.19473 
6.23595 -8.22886 
6.28314 -8.26201 
6.33019 -8.29419 
6.37709 -8.32539 
6.42385 -8.35561 
6.47045 -8.38486 
6.5169 -8.41313 
6.5632 -8.44043 
6.60933 -8.46674 
6.6553 -8.49209 
6.7011 -8.51646 
6.74672 -8.53986 
6.79216 -8.56229 
6.83742 -8.58375 
6.88249 -8.60425 
6.92736 -8.62379 
6.97203 -8.64237 
7.0165 -8.66001 
7.06076 -8.67669 
7.1048 -8.69243 
7.14862 -8.70724 
7.19221 -8.72112 
7.23557 -8.73407 
7.27869 -8.74611 
7.32157 -8.75724 
7.3642 -8.76746 
7.40657 -8.77679 
7.44869 -8.78524 
7.49054 -8.79281 
7.53212 -8.7995 
7.57343 -8.80534 
7.61446 -8.81033 
7.65521 -8.81448 
7.69567 -8.8178 
7.73584 -8.82029 
7.77571 -8.82198 
7.81528 -8.82287 
7.85455 -8.82297 
7.89352 -8.82229 
7.93217 -8.82085 
7.97051 -8.81865 
8.00853 -8.81571 
8.04624 -8.81204 
8.08362 -8.80765 
8.12068 -8.80255 
8.15741 -8.79676 
8.19381 -8.79028 
8.22989 -8.78313 
8.26563 -8.77532 
8.30104 -8.76687 
8.33611 -8.75778 
8.37085 -8.74807 
8.40526 -8.73775 
8.43933 -8.72683 
8.47306 -8.71533 
8.50645 -8.70325 
8.53951 -8.69061 
8.57223 -8.67742 
8.60461 -8.6637 
8.63665 -8.64944 
8.66836 -8.63468 
8.69973 -8.61941 
8.73077 -8.60366 
8.76147 -8.58742 
8.79184 -8.57072 
8.82188 -8.55356 
8.85159 -8.53596 
8.88096 -8.51792 
8.91001 -8.49947 
8.93874 -8.4806 
8.96714 -8.46133 
8.99521 -8.44166 
9.02296 -8.42162 
9.0504 -8.40121 
9.07752 -8.38044 
9.10432 -8.35932 
9.13081 -8.33786 
9.15698 -8.31607 
9.18285 -8.29396 
9.20842 -8.27153 
9.23367 -8.24881 
9.25863 -8.22579 
9.28329 -8.20248 
9.30765 -8.1789 
9.33171 -8.15505 
9.35548 -8.13094 
9.37897 -8.10658 
9.40216 -8.08198 
9.42507 -8.05714 
9.4477 -8.03207 
9.47005 -8.00678 
9.49213 -7.98128 
9.51393 -7.95558 
9.53545 -7.92967 
9.55671 -7.90357 
9.57771 -7.87729 
9.59844 -7.85083 
9.6189 -7.82419 
9.63911 -7.79739 
9.65907 -7.77043 
9.67877 -7.74331 
9.69822 -7.71604 
9.71743 -7.68863 
9.73638 -7.66109 
9.7551 -7.63341 
9.77358 -7.6056 
9.79181 -7.57767 
9.80982 -7.54963 
9.82759 -7.52147 
9.84513 -7.4932 
9.86244 -7.46483 
9.87953 -7.43637 
9.8964 -7.4078 
9.91305 -7.37915 
9.92948 -7.35041 
9.94569 -7.32159 
9.96169 -7.29269 
9.97749 -7.26372 
9.99307 -7.23467 
10.0084 -7.20556 
10.0236 -7.17638 
10.0386 -7.14715 
10.0534 -7.11785 
10.068 -7.0885 
10.0823 -7.0591 
10.0965 -7.02965 
10.1105 -7.00015 
10.1243 -6.97061 
10.138 -6.94103 
10.1514 -6.91141 
10.1647 -6.88176 
10.1778 -6.85207 
10.1907 -6.82236 
10.2034 -6.79261 
10.216 -6.76284 
10.2284 -6.73304 
10.2406 -6.70323 
10.2526 -6.67339 
10.2645 -6.64353 
10.2762 -6.61366 
10.2878 -6.58377 
10.2992 -6.55388 
10.3104 -6.52397 
10.3215 -6.49405 
10.3325 -6.46412 
10.3432 -6.43418 
10.3539 -6.40424 
10.3643 -6.3743 
10.3747 -6.34435 
10.3849 -6.31441 
10.3949 -6.28446 
10.4048 -6.25452 
10.4145 -6.22457 
10.4242 -6.19463 
10.4336 -6.1647 
10.443 -6.13477 
10.4522 -6.10485 
10.4612 -6.07493 
10.4702 -6.04503 
10.479 -6.01513 
10.4877 -5.98524 
10.4962 -5.95537 
10.5046 -5.9255 
10.5129 -5.89565 
10.5211 -5.86582 
10.5291 -5.83599 
10.5371 -5.80618 
10.5449 -5.77639 
10.5526 -5.74661 
10.5601 -5.71684 
10.5676 -5.6871 
10.5749 -5.65737 
10.5822 -5.62766 
10.5893 -5.59796 
10.5963 -5.56829 
10.6032 -5.53863 
10.6099 -5.509 
10.6166 -5.47938 
10.6232 -5.44978 
10.6296 -5.42021 
10.636 -5.39065 
10.6422 -5.36112 
10.6484 -5.33161 
10.6544 -5.30212 
10.6603 -5.27265 
10.6662 -5.2432 
10.6719 -5.21378 
10.6776 -5.18437 
10.6831 -5.15499 
10.6886 -5.12564 
10.6939 -5.0963 
10.6992 -5.06699 
10.7043 -5.03771 
10.7094 -5.00844 
10.7144 -4.9792 
10.7193 -4.94998 
10.7241 -4.92079 
10.7288 -4.89162 
10.7334 -4.86248 
10.7379 -4.83336 
10.7423 -4.80426 
10.7467 -4.77518 
10.751 -4.74613 
10.7551 -4.71711 
10.7592 -4.68811 
10.7632 -4.65913 
10.7672 -4.63018 
10.771 -4.60125 
10.7748 -4.57234 
10.7785 -4.54346 
10.7821 -4.51461 
10.7856 -4.48578 
10.789 -4.45697 
10.7924 -4.42818 
10.7956 -4.39942 
10.7989 -4.37069 
10.802 -4.34197 
10.805 -4.31328 
10.808 -4.28462 
