0.025995 0.00963593
0.075985 0.0283617
0.125975 0.0473075
0.175965 0.0686957
0.225955 0.0924585
0.275945 0.118316
0.325935 0.148254
0.375925 0.181154
0.425915 0.217083
0.475905 0.258514
0.525895 0.302609
0.575885 0.347992
0.625875 0.397754
0.675865 0.448226
0.725855 0.50097
0.775845 0.551836
0.825835 0.60171
0.875825 0.64892
0.925815 0.694429
0.975805 0.734413
1.02579 0.765015
1.07578 0.79086
1.12577 0.810706
1.17576 0.823065
1.22575 0.825495
1.27574 0.816297
1.32573 0.801056
1.37572 0.779122
1.42571 0.750156
1.4757 0.715611
1.52569 0.672038
1.57568 0.627205
1.62567 0.581248
1.67566 0.52909
1.72565 0.479042
1.77564 0.431814
1.82563 0.382366
1.87562 0.335945
1.92561 0.292012
1.9756 0.250876
2.02559 0.214105
2.07558 0.180966
2.12557 0.152166
2.17556 0.124653
2.22555 0.101314
2.27554 0.0824245
2.32553 0.0662392
2.37552 0.0523105
2.42551 0.0414883
2.4755 0.0321884
2.52549 0.0255751
2.57548 0.0193359
2.62547 0.0144029
2.67546 0.0109422
2.72545 0.00795759
2.77544 0.00590518
2.82543 0.00415083
2.87542 0.00316663
2.92541 0.00216643
2.9754 0.00155831
3.02539 0.00108422
3.07538 0.000746149
3.12538 0.000518104
3.17536 0.000326065
3.22535 0.00019804
3.27534 0.000168034
3.32533 9.40188e-05
3.37533 7.20144e-05
3.42531 4.80096e-05
3.4753 1.60032e-05
3.52529 2.80056e-05
3.57528 1.40028e-05
3.62527 4.0008e-06
3.67526 4.0008e-06
3.72525 4.0008e-06
